genome	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
GCA_014161955.1	protein_ordered	BBT05345.1	Clu11-IntP2	844	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu11-IntP2	mandatory	391	1.5e-43	147.200	0.933	0.903	28	380		
GCA_014161955.1	protein_ordered	BBT05351.1	Clu32-IntSXT	850	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	413	3.8e-138	458.700	0.985	0.939	6	393		
GCA_014161955.1	protein_ordered	BBT05352.1	Clu3-DUF2787	851	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu3-DUF2787	mandatory	144	1.9e-47	158.700	0.979	0.958	6	143		
GCA_014161955.1	protein_ordered	BBT05353.1	Clu29-Hyp2	852	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu29-Hyp2	mandatory	208	5.6e-34	115.200	0.778	0.620	12	140		
GCA_014161955.1	protein_ordered	BBT05355.1	Clu763-HypAer	854	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu763-HypAer	mandatory	182	1.7e-16	58.600	0.713	0.670	9	130		
GCA_014161955.1	protein_ordered	BBT05364.1	Clu32-IntSXT	863	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	383	4.3e-42	142.400	0.843	0.851	47	372		
GCA_014161955.1	protein_ordered	BBT05367.1	Clu32-IntSXT	866	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	413	1.4e-138	460.200	0.983	0.937	6	392		
GCA_014161955.1	protein_ordered	BBT05369.1	Clu3-DUF2787	868	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu3-DUF2787	mandatory	144	8.4e-49	163.100	0.979	0.958	6	143		
GCA_014161955.1	protein_ordered	BBT05370.1	Clu29-Hyp2	869	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu29-Hyp2	mandatory	206	5e-34	115.400	0.784	0.631	10	139		
GCA_014161955.1	protein_ordered	BBT05372.1	Clu763-HypAer	871	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu763-HypAer	mandatory	182	5.6e-16	56.900	0.713	0.670	9	130		
GCA_014161955.1	protein_ordered	BBT05376.1	Clu11-IntP2	875	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu11-IntP2	mandatory	385	2.3e-42	143.300	0.810	0.784	75	376		
GCA_014161955.1	protein_ordered	BBT05386.1	Clu32-IntSXT	885	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	413	1.6e-137	456.700	0.983	0.937	6	392		
GCA_014161955.1	protein_ordered	BBT05387.1	Clu3-DUF2787	886	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu3-DUF2787	mandatory	144	5.6e-47	157.200	0.979	0.958	6	143		
GCA_014161955.1	protein_ordered	BBT05388.1	Clu29-Hyp2	887	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu29-Hyp2	mandatory	206	1.3e-34	117.300	0.796	0.641	10	141		
GCA_014161955.1	protein_ordered	BBT05390.1	Clu763-HypAer	889	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu763-HypAer	mandatory	186	1.3e-15	55.700	0.713	0.656	9	130		
GCA_014161955.1	protein_ordered	BBT06066.1	Clu2-IntSXT	1565	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu2-IntSXT	mandatory	401	3.5e-184	610.300	1.000	0.995	1	399		
GCA_014161955.1	protein_ordered	BBT06067.1	Clu435-Hyp1	1566	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu435-Hyp1	mandatory	122	2.4e-48	161.100	0.992	0.967	1	118		
GCA_014161955.1	protein_ordered	BBT06069.1	Clu29-Hyp2	1568	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	201	6.6e-49	163.800	0.743	0.632	66	192		
GCA_014161955.1	protein_ordered	BBT06070.1	Clu3-DUF2787	1569	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	116	2.5e-36	122.700	0.693	0.845	8	105		
GCA_020683025.1	protein_ordered	UDQ56302.1	Clu2-IntSXT	2090	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu2-IntSXT	mandatory	408	3.7e-151	501.600	0.992	0.936	6	387		
GCA_020683025.1	protein_ordered	UDQ56303.1	Clu3-DUF2787	2091	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	4.2e-52	173.800	0.993	0.993	1	147		
GCA_020683025.1	protein_ordered	UDQ56304.1	Clu29-Hyp2	2092	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	164	3.1e-48	161.700	0.970	0.976	1	160		
GCA_020683025.1	protein_ordered	UDQ56305.1	Clu763-HypAer	2093	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	1.8e-114	377.600	1.000	1.000	1	174		
GCA_020405365.1	protein_ordered	UCM58387.1	Clu32-IntSXT	786	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	383	4.6e-42	142.200	0.843	0.851	47	372		
GCA_020405365.1	protein_ordered	UCM58391.1	Clu32-IntSXT	790	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	413	2.8e-138	459.100	0.983	0.937	6	392		
GCA_020405365.1	protein_ordered	UCM58392.1	Clu3-DUF2787	791	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu3-DUF2787	mandatory	144	5.1e-48	160.500	0.979	0.958	6	143		
GCA_020405365.1	protein_ordered	UCM58393.1	Clu29-Hyp2	792	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu29-Hyp2	mandatory	206	5.3e-34	115.300	0.784	0.631	10	139		
GCA_020405365.1	protein_ordered	UCM58395.1	Clu763-HypAer	794	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu763-HypAer	mandatory	182	5.4e-16	56.900	0.713	0.670	9	130		
GCA_020405365.1	protein_ordered	UCM58409.1	Clu11-IntP2	808	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu11-IntP2	mandatory	385	9.4e-45	151.100	0.946	0.930	20	377		
GCA_020405365.1	protein_ordered	UCM58415.1	Clu32-IntSXT	814	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu32-IntSXT	mandatory	413	2.7e-138	459.100	0.983	0.937	6	392		
GCA_020405365.1	protein_ordered	UCM58416.1	Clu3-DUF2787	815	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu3-DUF2787	mandatory	144	1.9e-47	158.700	0.979	0.958	6	143		
GCA_020405365.1	protein_ordered	UCM58417.1	Clu29-Hyp2	816	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu29-Hyp2	mandatory	206	1.8e-34	116.800	0.790	0.636	10	140		
GCA_020405365.1	protein_ordered	UCM58419.1	Clu763-HypAer	818	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	2	Clu763-HypAer	mandatory	182	1.2e-16	59.000	0.718	0.676	9	131		
GCA_019973835.2	protein_ordered	BDA14887.1	Clu763-HypAer	3428	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	182	6e-16	56.900	0.713	0.670	9	130		
GCA_019973835.2	protein_ordered	BDA14889.1	Clu29-Hyp2	3430	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	206	6e-34	115.200	0.778	0.626	10	138		
GCA_019973835.2	protein_ordered	BDA14890.1	Clu3-DUF2787	3431	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	144	7.3e-48	160.100	0.979	0.958	6	143		
GCA_019973835.2	protein_ordered	BDA14891.1	Clu32-IntSXT	3432	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	413	6.4e-137	454.700	0.983	0.937	6	392		
GCA_019973835.2	protein_ordered	BDA14897.1	Clu32-IntSXT	3438	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	383	2.5e-42	143.300	0.843	0.851	47	372		
GCA_020405385.1	protein_ordered	UCM61218.1	Clu1-GpiPolB	3603	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu1-GpiPolB	mandatory	595	1.6e-250	831.400	0.626	0.934	36	591		
GCA_020405385.1	protein_ordered	UCM61227.1	Clu2-IntSXT	3612	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu2-IntSXT	mandatory	408	2.1e-153	508.900	0.992	0.936	6	387		
GCA_020405385.1	protein_ordered	UCM61228.1	Clu3-DUF2787	3613	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	148	1.2e-51	172.300	0.993	0.993	1	147		
GCA_020405385.1	protein_ordered	UCM61229.1	Clu29-Hyp2	3614	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	164	7.3e-48	160.300	0.970	0.976	1	160		
GCA_020405385.1	protein_ordered	UCM61230.1	Clu763-HypAer	3615	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	174	9.8e-115	378.400	1.000	1.000	1	174		
GCA_029025785.1	protein_ordered	WEE27024.1	Clu11-IntP2	280	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu11-IntP2	mandatory	385	1.3e-42	144.300	0.936	0.919	22	375		
GCA_029025785.1	protein_ordered	WEE27031.1	Clu32-IntSXT	287	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu32-IntSXT	mandatory	413	3.1e-138	459.200	0.983	0.937	6	392		
GCA_029025785.1	protein_ordered	WEE27032.1	Clu3-DUF2787	288	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	144	2.5e-46	155.300	0.971	0.951	7	143		
GCA_029025785.1	protein_ordered	WEE27033.1	Clu29-Hyp2	289	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	208	8.2e-34	114.900	0.796	0.635	10	141		
GCA_029025785.1	protein_ordered	WEE27035.1	Clu763-HypAer	291	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	182	8.9e-16	56.400	0.707	0.665	9	129		
GCA_014169875.1	protein_ordered	BBU03535.1	Clu763-HypAer	874	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	182	1.7e-17	61.800	0.701	0.659	10	129		
GCA_014169875.1	protein_ordered	BBU03537.1	Clu29-Hyp2	876	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	208	5.2e-35	118.600	0.754	0.601	11	135		
GCA_014169875.1	protein_ordered	BBU03538.1	Clu3-DUF2787	877	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	150	7.8e-47	156.700	0.971	0.913	12	148		
GCA_014169875.1	protein_ordered	BBU03539.1	Clu32-IntSXT	878	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu32-IntSXT	mandatory	413	2.8e-138	459.100	0.983	0.937	6	392		
GCA_014169875.1	protein_ordered	BBU03543.1	Clu11-IntP2	882	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu11-IntP2	mandatory	385	2.2e-41	140.100	0.938	0.922	22	376		
GCA_018802345.1	protein_ordered	QWL74139.1	Clu763-HypAer	1472	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	4.2e-112	369.600	1.000	1.000	1	174		
GCA_018802345.1	protein_ordered	QWL74140.1	Clu29-Hyp2	1473	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	165	4e-48	161.000	0.988	0.988	1	163		
GCA_018802345.1	protein_ordered	QWL74141.1	Clu3-DUF2787	1474	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	6.2e-52	173.000	0.993	0.993	1	147		
GCA_018802345.1	protein_ordered	QWL74142.1	Clu32-IntSXT	1475	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	410	5.4e-147	487.600	0.983	0.941	6	391		
GCA_014169235.1	protein_ordered	BBS16545.1	Clu2-IntSXT	1582	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu2-IntSXT	mandatory	401	1.1e-184	612.100	1.000	0.995	1	399		
GCA_014169235.1	protein_ordered	BBS16546.1	Clu435-Hyp1	1583	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu435-Hyp1	mandatory	122	3.7e-47	157.300	0.992	0.967	1	118		
GCA_014169235.1	protein_ordered	BBS16548.1	Clu29-Hyp2	1585	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	229	1.2e-43	146.800	0.617	0.463	67	172		
GCA_014169235.1	protein_ordered	BBS16550.1	Clu3-DUF2787	1587	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	139	2e-51	171.700	0.929	0.942	8	138		
GCA_028994095.1	protein_ordered	WEA31089.1	Clu11-IntP2	847	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu11-IntP2	mandatory	385	1.1e-44	151.100	0.946	0.930	20	377		
GCA_028994095.1	protein_ordered	WEA31095.1	Clu32-IntSXT	853	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu32-IntSXT	mandatory	413	3.1e-138	459.100	0.983	0.937	6	392		
GCA_028994095.1	protein_ordered	WEA31096.1	Clu3-DUF2787	854	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	144	2.2e-47	158.700	0.979	0.958	6	143		
GCA_028994095.1	protein_ordered	WEA31097.1	Clu29-Hyp2	855	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	206	2.1e-34	116.800	0.790	0.636	10	140		
GCA_028994095.1	protein_ordered	WEA31099.1	Clu763-HypAer	857	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	182	1.4e-16	59.000	0.718	0.676	9	131		
GCA_028994095.1	protein_ordered	WEA32010.1	Clu2-IntSXT	1796	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu2-IntSXT	mandatory	401	3.9e-184	610.300	1.000	0.995	1	399		
GCA_028994095.1	protein_ordered	WEA32011.1	Clu435-Hyp1	1797	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu435-Hyp1	mandatory	118	5.5e-46	153.700	0.958	0.966	1	114		
GCA_028994095.1	protein_ordered	WEA32013.1	Clu29-Hyp2	1799	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	201	7.4e-49	163.800	0.743	0.632	66	192		
GCA_028994095.1	protein_ordered	WEA32014.1	Clu3-DUF2787	1800	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	116	2.8e-36	122.700	0.693	0.845	8	105		
GCA_026651585.1	protein_ordered	WAF93135.1	Clu763-HypAer	2314	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	182	1.7e-15	55.200	0.707	0.665	9	129		
GCA_026651585.1	protein_ordered	WAF93137.1	Clu29-Hyp2	2316	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	208	4.4e-35	118.800	0.790	0.630	10	140		
GCA_026651585.1	protein_ordered	WAF93138.1	Clu3-DUF2787	2317	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	144	3.5e-48	161.100	0.971	0.951	6	142		
GCA_026651585.1	protein_ordered	WAF93139.1	Clu32-IntSXT	2318	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu32-IntSXT	mandatory	413	2e-138	459.500	0.983	0.937	6	392		
GCA_026651585.1	protein_ordered	WAF93144.1	Clu11-IntP2	2323	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu11-IntP2	mandatory	384	6e-44	148.400	0.938	0.922	22	375		
GCA_014892695.1	protein_ordered	QFI55179.1	Clu763-HypAer	2087	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	4.1e-112	369.600	1.000	1.000	1	174		
GCA_014892695.1	protein_ordered	QFI55180.1	Clu29-Hyp2	2088	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	165	3.4e-46	154.700	0.988	0.988	1	163		
GCA_014892695.1	protein_ordered	QFI55181.1	Clu3-DUF2787	2089	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	8.8e-51	169.200	0.993	0.993	1	147		
GCA_014892695.1	protein_ordered	QFI55182.1	Clu32-IntSXT	2090	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	410	4.2e-147	487.900	0.983	0.941	6	391		
GCA_004919485.1	protein_ordered	QCG47797.1	Clu32-IntSXT	1408	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	410	5.8e-148	490.800	0.983	0.941	6	391		
GCA_004919485.1	protein_ordered	QCG47798.1	Clu3-DUF2787	1409	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	7.2e-52	172.800	0.993	0.993	1	147		
GCA_004919485.1	protein_ordered	QCG47799.1	Clu29-Hyp2	1410	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	165	5.2e-48	160.700	0.994	0.994	1	164		
GCA_004919485.1	protein_ordered	QCG47800.1	Clu763-HypAer	1411	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	3.8e-112	369.800	1.000	1.000	1	174		
GCA_001643275.2	protein_ordered	QHU95258.1	Clu2-IntSXT	1012	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu2-IntSXT	mandatory	408	3.5e-151	501.600	0.992	0.936	6	387		
GCA_001643275.2	protein_ordered	QHU95259.1	Clu3-DUF2787	1013	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	4e-52	173.800	0.993	0.993	1	147		
GCA_001643275.2	protein_ordered	QHU95260.1	Clu29-Hyp2	1014	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	164	2.9e-48	161.700	0.970	0.976	1	160		
GCA_001643275.2	protein_ordered	QHU95261.1	Clu763-HypAer	1015	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	1.7e-114	377.600	1.000	1.000	1	174		
GCA_014168635.1	protein_ordered	BBQ28860.1	Clu763-HypAer	442	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	174	4.7e-112	369.700	1.000	1.000	1	174		
GCA_014168635.1	protein_ordered	BBQ28861.1	Clu29-Hyp2	443	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	162	1.9e-47	159.100	0.964	0.969	1	157		
GCA_014168635.1	protein_ordered	BBQ28862.1	Clu3-DUF2787	444	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	148	4.5e-51	170.500	0.993	0.993	1	147		
GCA_014168635.1	protein_ordered	BBQ28863.1	Clu2-IntSXT	445	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu2-IntSXT	mandatory	408	1e-149	496.900	0.992	0.936	6	387		
GCA_014168635.1	protein_ordered	BBQ28868.1	Clu1-GpiPolB	450	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu1-GpiPolB	mandatory	872	0.0	1175.000	0.936	0.952	37	866		
GCA_014168635.1	protein_ordered	BBQ32676.1	Clu32-IntSXT	4258	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu32-IntSXT	mandatory	410	3e-148	492.000	0.983	0.941	6	391		
GCA_014168635.1	protein_ordered	BBQ32677.1	Clu3-DUF2787	4259	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu3-DUF2787	mandatory	148	1.8e-53	178.300	0.993	0.993	1	147		
GCA_014168635.1	protein_ordered	BBQ32678.1	Clu29-Hyp2	4260	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu29-Hyp2	mandatory	165	3.5e-46	155.000	0.994	0.994	1	164		
GCA_014168635.1	protein_ordered	BBQ32679.1	Clu763-HypAer	4261	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_2	1	1	0.500	4.000	1	Clu763-HypAer	mandatory	174	3.5e-112	370.200	1.000	1.000	1	174		
GCA_034424415.1	protein_ordered	WQD90601.1	Clu2-IntSXT	1502	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu2-IntSXT	mandatory	401	5.4e-186	616.200	1.000	0.995	1	399		
GCA_034424415.1	protein_ordered	WQD90602.1	Clu435-Hyp1	1503	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu435-Hyp1	mandatory	118	2e-45	151.600	0.950	0.958	1	113		
GCA_034424415.1	protein_ordered	WQD90604.1	Clu29-Hyp2	1505	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu29-Hyp2	mandatory	201	5.2e-49	164.000	0.760	0.647	66	195		
GCA_034424415.1	protein_ordered	WQD90605.1	Clu3-DUF2787	1506	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu3-DUF2787	mandatory	139	7.8e-52	172.800	0.929	0.942	8	138		
GCA_034424415.1	protein_ordered	WQD90610.1	Clu1-GpiPolB	1511	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu1-GpiPolB	mandatory	957	0.0	1240.400	0.950	0.881	94	936		
GCA_034424415.1	protein_ordered	WQD90612.1	Clu11-IntP2	1513	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.750	6.000	1	Clu11-IntP2	mandatory	387	1e-158	526.100	0.997	0.966	1	374		
GCA_029024985.1	protein_ordered	WED77116.1	Clu763-HypAer	414	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu763-HypAer	mandatory	174	4.7e-113	373.100	1.000	1.000	1	174		
GCA_029024985.1	protein_ordered	WED77117.1	Clu29-Hyp2	415	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu29-Hyp2	mandatory	164	4.7e-49	164.400	0.970	0.976	1	160		
GCA_029024985.1	protein_ordered	WED77118.1	Clu3-DUF2787	416	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu3-DUF2787	mandatory	148	5.9e-51	170.200	0.993	0.993	1	147		
GCA_029024985.1	protein_ordered	WED77119.1	Clu2-IntSXT	417	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu2-IntSXT	mandatory	408	7.4e-153	507.300	0.992	0.936	6	387		
GCA_029024985.1	protein_ordered	WED77125.1	Clu1-GpiPolB	423	model_pipolin_aer/pipolin_aer	protein_ordered_pipolin_aer_1	1	1	0.625	5.000	1	Clu1-GpiPolB	mandatory	865	0.0	1181.200	0.931	0.954	35	859		
