genome	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
GCA_020041945.1	protein_ordered	UAY42082.1	Clu29-Hyp2	2767	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	2.6e-81	269.400	0.988	0.994	1	165		
GCA_020041945.1	protein_ordered	UAY42083.1	Clu4-Hyp1	2768	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	5.7e-58	192.300	1.000	1.000	1	127		
GCA_020041945.1	protein_ordered	UAY42084.1	Clu32-IntSXT	2769	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	412	4.1e-186	616.900	0.998	0.998	1	411		
GCA_022343085.1	protein_ordered	ULF68478.1	Clu1-GpiPolB	2522	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	906	0.0	1188.200	0.998	0.998	1	904		
GCA_022343085.1	protein_ordered	ULF70430.1	Clu53-IntP2	2525	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	8.7e-215	710.700	0.982	1.000	1	378		
GCA_022343085.1	protein_ordered	ULF68485.1	Clu3-DUF2787	2531	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	5e-65	215.800	1.000	1.000	1	143		
GCA_022343085.1	protein_ordered	ULF68486.1	Clu29-Hyp2	2532	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	1e-81	270.600	0.994	1.000	1	166		
GCA_022343085.1	protein_ordered	ULF68487.1	Clu4-Hyp1	2533	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	122	4.9e-56	185.900	0.953	0.992	1	121		
GCA_022343085.1	protein_ordered	ULF68488.1	Clu32-IntSXT	2534	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	7.9e-190	629.000	0.998	0.998	1	410		
GCA_023716545.1	protein_ordered	USD69309.1	Clu1-GpiPolB	2521	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	902	0.0	1167.900	0.998	0.998	1	900		
GCA_023716545.1	protein_ordered	USD71220.1	Clu53-IntP2	2524	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	2.2e-215	712.600	0.982	1.000	1	378		
GCA_023716545.1	protein_ordered	USD69316.1	Clu3-DUF2787	2529	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	1.3e-63	211.100	1.000	1.000	1	143		
GCA_023716545.1	protein_ordered	USD69317.1	Clu29-Hyp2	2530	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	8.7e-81	267.600	0.982	0.988	1	164		
GCA_023716545.1	protein_ordered	USD69318.1	Clu4-Hyp1	2531	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	2e-55	183.900	1.000	1.000	1	127		
GCA_023716545.1	protein_ordered	USD69319.1	Clu32-IntSXT	2532	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	415	1.3e-176	585.400	0.990	0.988	1	410		
GCA_025994915.1	protein_ordered	BDP29334.1	Clu32-IntSXT	414	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	412	1.5e-185	614.900	0.998	0.998	1	411		
GCA_025994915.1	protein_ordered	BDP29335.1	Clu4-Hyp1	415	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	1.1e-56	188.000	1.000	1.000	1	127		
GCA_025994915.1	protein_ordered	BDP29336.1	Clu29-Hyp2	416	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	4.4e-83	275.100	0.988	0.994	1	165		
GCA_025994915.1	protein_ordered	BDP29337.1	Clu3-DUF2787	417	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	5e-65	215.800	1.000	1.000	1	143		
GCA_025994915.1	protein_ordered	BDP29342.1	Clu53-IntP2	422	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	385	2.1e-219	725.900	0.997	0.997	1	384		
GCA_025994915.1	protein_ordered	BDP29345.1	Clu1-GpiPolB	425	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	897	0.0	1222.600	0.992	0.993	5	895		
GCA_024449095.1	protein_ordered	USD96996.1	Clu1-GpiPolB	2534	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	902	0.0	1167.900	0.998	0.998	1	900		
GCA_024449095.1	protein_ordered	USD97509.1	Clu53-IntP2	2537	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	2.2e-215	712.600	0.982	1.000	1	378		
GCA_024449095.1	protein_ordered	USD97002.1	Clu3-DUF2787	2541	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	1.3e-63	211.100	1.000	1.000	1	143		
GCA_024449095.1	protein_ordered	USD97003.1	Clu29-Hyp2	2542	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	8.7e-81	267.600	0.982	0.988	1	164		
GCA_024449095.1	protein_ordered	USD97004.1	Clu4-Hyp1	2543	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	2e-55	183.900	1.000	1.000	1	127		
GCA_024449095.1	protein_ordered	USD97005.1	Clu32-IntSXT	2544	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	415	1.3e-176	585.400	0.990	0.988	1	410		
GCA_944737995.1	protein_ordered	CAH8215679.1	Clu32-IntSXT	2701	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	404	1.8e-179	594.700	0.950	0.958	6	392		
GCA_944737995.1	protein_ordered	CAH8215687.1	Clu4-Hyp1	2702	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	2.1e-45	151.400	0.992	1.000	1	127		
GCA_944737995.1	protein_ordered	CAH8215705.1	Clu29-Hyp2	2703	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	142	7.7e-51	170.000	0.820	0.958	5	140		
GCA_944737995.1	protein_ordered	CAH8215720.1	Clu3-DUF2787	2704	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	146	7.6e-59	195.500	0.979	0.952	4	142		
GCA_944737995.1	protein_ordered	CAH8215797.1	Clu1-GpiPolB	2710	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	960	0.0	1121.600	0.979	0.972	18	950		
GCA_000184325.1	protein_ordered	ADT85976.1	Clu32-IntSXT	733	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	2.7e-186	617.300	0.998	0.998	1	410		
GCA_000184325.1	protein_ordered	ADT85977.1	Clu4-Hyp1	734	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	3e-58	193.000	1.000	1.000	1	127		
GCA_000184325.1	protein_ordered	ADT85978.1	Clu29-Hyp2	735	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	6.1e-81	268.100	0.988	0.994	1	165		
GCA_000184325.1	protein_ordered	ADT85979.1	Clu3-DUF2787	736	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	109	6.1e-53	176.500	0.743	0.982	2	108		
GCA_000184325.1	protein_ordered	ADT85984.1	Clu53-IntP2	741	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	341	2.5e-199	659.800	0.883	0.997	1	340		
GCA_000184325.1	protein_ordered	ADT85987.1	Clu1-GpiPolB	744	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	897	0.0	1210.400	0.955	0.951	42	894		
GCA_002215135.1	protein_ordered	ASJ39645.1	Clu4-Hyp1	2538	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu4-Hyp1	mandatory	129	1.4e-15	55.000	0.891	0.829	10	116		
GCA_002215135.1	protein_ordered	ASJ39646.1	Clu32-IntSXT	2539	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu32-IntSXT	mandatory	402	5.3e-95	316.600	0.978	0.968	9	397		
GCA_002215135.1	protein_ordered	ASJ39659.1	Clu29-Hyp2	2553	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu29-Hyp2	mandatory	154	3.1e-49	164.900	0.856	0.942	8	152		
GCA_002215135.1	protein_ordered	ASJ39661.1	Clu4-Hyp1	2555	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu4-Hyp1	mandatory	129	1.9e-15	54.600	0.891	0.829	10	116		
GCA_002215135.1	protein_ordered	ASJ39662.1	Clu32-IntSXT	2556	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu32-IntSXT	mandatory	402	5.8e-94	313.200	0.980	0.970	9	398		
GCA_002215135.1	protein_ordered	ASJ39675.1	Clu29-Hyp2	2569	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu29-Hyp2	mandatory	154	9.9e-50	166.500	0.880	0.968	4	152		
GCA_002215135.1	protein_ordered	ASJ39685.1	Clu3-DUF2787	2579	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu3-DUF2787	mandatory	145	1e-17	62.400	0.929	0.924	6	139		
GCA_002215135.1	protein_ordered	ASJ39686.1	Clu3-DUF2787	2580	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu3-DUF2787	mandatory	147	1.7e-44	149.200	0.964	0.959	6	146		
GCA_023205895.1	protein_ordered	UPR07098.1	Clu32-IntSXT	376	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	411	1.8e-189	627.700	0.998	0.998	1	410		
GCA_023205895.1	protein_ordered	UPR07099.1	Clu4-Hyp1	377	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	2.5e-60	199.700	1.000	1.000	1	127		
GCA_023205895.1	protein_ordered	UPR07100.1	Clu29-Hyp2	378	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	166	2e-83	276.100	0.994	1.000	1	166		
GCA_023205895.1	protein_ordered	UPR07101.1	Clu3-DUF2787	379	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	143	1e-65	217.900	1.000	1.000	1	143		
GCA_023205895.1	protein_ordered	UPR07108.1	Clu1-GpiPolB	387	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	954	0.0	1149.400	0.973	0.982	17	953		
GCA_001685465.1	protein_ordered	ANS86454.1	Clu1-GpiPolB	2602	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	899	0.0	1190.600	0.994	0.994	4	897		
GCA_001685465.1	protein_ordered	ANS86457.1	Clu53-IntP2	2605	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	387	9.2e-219	723.700	0.990	0.984	7	387		
GCA_001685465.1	protein_ordered	ANS86463.1	Clu3-DUF2787	2611	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	142	2e-55	184.600	1.000	1.000	1	142		
GCA_001685465.1	protein_ordered	ANS86465.1	Clu29-Hyp2	2613	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	103	1.2e-37	127.200	0.527	0.854	1	88		
GCA_001685465.1	protein_ordered	ANS86466.1	Clu4-Hyp1	2614	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	2.1e-56	187.000	1.000	1.000	1	127		
GCA_001685465.1	protein_ordered	ANS86467.1	Clu32-IntSXT	2615	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	412	3.2e-179	594.000	0.988	0.993	1	409		
GCA_002953535.1	protein_ordered	AVF66780.1	Clu1-GpiPolB	2506	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	897	0.0	1207.600	0.997	0.998	1	895		
GCA_002953535.1	protein_ordered	AVF66783.1	Clu53-IntP2	2509	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	387	9e-183	605.400	0.992	0.987	1	382		
GCA_002953535.1	protein_ordered	AVF66787.1	Clu3-DUF2787	2513	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	3.8e-65	216.200	1.000	1.000	1	143		
GCA_002953535.1	protein_ordered	AVF66788.1	Clu29-Hyp2	2514	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	3.1e-81	269.100	0.988	0.994	1	165		
GCA_002953535.1	protein_ordered	AVF66789.1	Clu4-Hyp1	2515	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	7.2e-58	191.900	1.000	1.000	1	127		
GCA_002953535.1	protein_ordered	AVF66790.1	Clu32-IntSXT	2516	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	1.2e-188	625.200	0.998	0.998	1	410		
GCA_021391375.1	protein_ordered	UIJ41176.1	Clu32-IntSXT	349	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	408	2.7e-172	571.000	0.990	0.983	1	401		
GCA_021391375.1	protein_ordered	UIJ41177.1	Clu4-Hyp1	350	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	124	5.9e-45	149.900	0.992	0.992	1	123		
GCA_021391375.1	protein_ordered	UIJ41178.1	Clu29-Hyp2	351	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	159	7.3e-53	176.500	0.934	0.962	5	157		
GCA_021391375.1	protein_ordered	UIJ41179.1	Clu3-DUF2787	352	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	8.7e-61	201.800	1.000	1.000	1	142		
GCA_021391375.1	protein_ordered	UIJ41187.1	Clu1-GpiPolB	360	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	955	0.0	1145.300	0.985	0.974	24	953		
GCA_023206055.1	protein_ordered	UPR52509.1	Clu29-Hyp2	413	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu29-Hyp2	mandatory	160	4.8e-52	174.100	0.886	0.938	7	156		
GCA_023206055.1	protein_ordered	UPR52510.1	Clu3-DUF2787	414	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu3-DUF2787	mandatory	142	5e-60	199.600	0.993	0.993	1	141		
GCA_023206055.1	protein_ordered	UPR52519.1	Clu4-Hyp1	424	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu4-Hyp1	mandatory	120	5e-12	43.600	0.914	0.917	1	110		
GCA_023206055.1	protein_ordered	UPR52520.1	Clu32-IntSXT	425	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu32-IntSXT	mandatory	395	3.2e-94	314.200	0.980	0.987	3	392		
GCA_023206055.1	protein_ordered	UPR52523.1	Clu29-Hyp2	428	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu29-Hyp2	mandatory	156	1.3e-49	166.200	0.904	0.981	3	155		
GCA_023206055.1	protein_ordered	UPR52529.1	Clu4-Hyp1	435	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu4-Hyp1	mandatory	120	8.1e-12	43.000	0.914	0.917	1	110		
GCA_023206055.1	protein_ordered	UPR52530.1	Clu32-IntSXT	436	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	2	Clu32-IntSXT	mandatory	395	2.9e-94	314.300	0.978	0.985	3	391		
GCA_023206055.1	protein_ordered	UPR51791.1	Clu1-GpiPolB	2654	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	964	0.0	1116.600	0.976	0.970	19	953		
GCA_023206055.1	protein_ordered	UPR51795.1	Clu3-DUF2787	2658	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	143	6e-58	192.800	1.000	1.000	1	143		
GCA_023206055.1	protein_ordered	UPR51796.1	Clu29-Hyp2	2659	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	166	2.2e-77	256.600	0.970	0.976	1	162		
GCA_023206055.1	protein_ordered	UPR51797.1	Clu4-Hyp1	2660	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	3.4e-58	192.900	1.000	1.000	1	127		
GCA_023206055.1	protein_ordered	UPR51798.1	Clu32-IntSXT	2661	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	409	8.7e-190	628.800	0.978	0.985	3	405		
GCA_011801435.1	protein_ordered	QIR93748.1	Clu1-GpiPolB	2252	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	959	0.0	1144.900	0.984	0.972	27	958		
GCA_011801435.1	protein_ordered	QIR93754.1	Clu3-DUF2787	2259	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	143	1.8e-64	214.000	1.000	1.000	1	143		
GCA_011801435.1	protein_ordered	QIR93755.1	Clu29-Hyp2	2260	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	166	1.3e-81	270.300	0.988	0.994	1	165		
GCA_011801435.1	protein_ordered	QIR93756.1	Clu4-Hyp1	2261	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	4e-58	192.700	1.000	1.000	1	127		
GCA_011801435.1	protein_ordered	QIR93757.1	Clu32-IntSXT	2262	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	412	9.6e-186	615.500	0.998	0.998	1	411		
GCA_002504185.1	protein_ordered	ATI46742.1	Clu32-IntSXT	1036	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu32-IntSXT	mandatory	412	5.1e-189	626.300	0.993	0.978	4	406		
GCA_002504185.1	protein_ordered	ATI46743.1	Clu4-Hyp1	1037	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu4-Hyp1	mandatory	127	9.9e-46	152.700	0.992	1.000	1	127		
GCA_002504185.1	protein_ordered	ATI46744.1	Clu29-Hyp2	1038	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu29-Hyp2	mandatory	154	2.9e-54	181.400	0.886	0.955	6	152		
GCA_002504185.1	protein_ordered	ATI46747.1	Clu1-GpiPolB	1042	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu1-GpiPolB	mandatory	964	0.0	1118.100	0.979	0.972	18	954		
GCA_022343165.1	protein_ordered	ULF87480.1	Clu32-IntSXT	376	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	412	2.8e-184	610.600	0.998	0.998	1	411		
GCA_022343165.1	protein_ordered	ULF87481.1	Clu4-Hyp1	377	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	1.7e-58	193.800	1.000	1.000	1	127		
GCA_022343165.1	protein_ordered	ULF87482.1	Clu29-Hyp2	378	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	166	5.3e-81	268.300	0.988	0.994	1	165		
GCA_022343165.1	protein_ordered	ULF87483.1	Clu3-DUF2787	379	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	143	5.4e-65	215.600	1.000	1.000	1	143		
GCA_022343165.1	protein_ordered	ULF87489.1	Clu1-GpiPolB	386	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	959	0.0	1145.800	0.984	0.972	27	958		
GCA_011064285.1	protein_ordered	QIH40802.1	Clu32-IntSXT	347	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	412	2.9e-184	610.500	0.998	0.998	1	411		
GCA_011064285.1	protein_ordered	QIH40803.1	Clu4-Hyp1	348	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	1.6e-57	190.600	1.000	1.000	1	127		
GCA_011064285.1	protein_ordered	QIH40804.1	Clu29-Hyp2	349	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	4.7e-80	265.100	0.988	0.994	1	165		
GCA_011064285.1	protein_ordered	QIH40805.1	Clu3-DUF2787	350	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	5.1e-63	209.100	1.000	1.000	1	143		
GCA_011064285.1	protein_ordered	QIH43154.1	Clu53-IntP2	356	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	1.3e-216	716.600	0.982	1.000	1	378		
GCA_011064285.1	protein_ordered	QIH40812.1	Clu1-GpiPolB	359	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	912	0.0	1146.800	0.956	0.954	42	911		
GCA_001558495.2	protein_ordered	AMG06262.1	Clu32-IntSXT	1026	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	2.9e-189	627.200	0.998	0.998	1	410		
GCA_001558495.2	protein_ordered	AMG06263.1	Clu4-Hyp1	1027	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	128	6.6e-57	188.800	1.000	1.000	1	128		
GCA_001558495.2	protein_ordered	AMG06264.1	Clu29-Hyp2	1028	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	1.9e-77	256.800	0.988	0.994	1	165		
GCA_001558495.2	protein_ordered	AMG06265.1	Clu3-DUF2787	1029	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	3.5e-63	209.800	1.000	1.000	1	143		
GCA_001558495.2	protein_ordered	AMG06269.1	Clu53-IntP2	1033	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	1.6e-218	723.000	0.979	0.997	1	377		
GCA_001558495.2	protein_ordered	AMG06272.1	Clu1-GpiPolB	1036	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	897	0.0	1220.700	0.991	0.992	6	895		
GCA_001636035.1	protein_ordered	ANB95766.1	Clu1-GpiPolB	2875	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	964	0.0	1104.400	0.979	0.972	18	954		
